LSOA code,Price_Change
E01000698,28.502994011976046
E01000699,15.920529801324504
E01000700,4.3577981651376145
E01000701,54.66101694915254
E01000702,34.160583941605836
E01000703,23.376623376623375
E01000704,0.24242424242424243
E01000705,6.666666666666667
E01000706,47.651006711409394
E01000707,10.987379361544173
E01000708,-13.636363636363635
E01000709,1.8217306441119063
E01000710,-13.88888888888889
E01000711,3.597122302158273
E01000712,0.012501562695336917
E01000713,-1.2535612535612535
E01000714,7.38255033557047
E01000715,10.625
E01000716,23.552123552123554
E01000717,-1.1428571428571428
E01000718,2.7777777777777777
E01000719,19.504755069083078
E01000720,17.543859649122805
E01000721,24.90909090909091
E01000722,27.463768115942027
E01000723,21.052631578947366
E01000724,30.46875
E01000725,23.115577889447238
E01000726,23.69597615499255
E01000727,8.670886075949367
E01000728,27.946127946127948
E01000729,25.806451612903224
E01000730,43.75
E01000731,14.76510067114094
E01000732,37.5
E01000733,28.08219178082192
E01000734,-20.73170731707317
E01000735,33.33333333333333
E01000736,26.76056338028169
E01000737,15.384615384615385
E01000738,25.179856115107913
E01000739,36.29032258064516
E01000740,-8.24468085106383
E01000741,0.5194805194805194
E01000742,7.561837455830389
E01000743,16.129032258064516
E01000744,-2.7142857142857144
E01000745,-0.7672634271099744
E01000746,15.096153846153845
E01000747,1.25
E01000748,38.297872340425535
E01000749,-7.017543859649122
E01000750,8.88888888888889
E01000751,24.25531914893617
E01000752,12.643678160919542
E01000753,15.079999999999998
E01000754,16.894705532421177
E01000755,24.32701894317049
E01000756,65.3716090869579
E01000757,21.980198019801982
E01000758,21.476190476190478
E01000759,27.596439169139465
E01000760,32.299741602067186
