LSOA11CD,average_price,airbnb_density,Price_Change,People per Sq Km,Income Score (rate),hotel_density,tourist_attraction_density,AvPTAI2015,Cluster
E01001252,-0.13156455917231547,-0.28424900966053124,18.35265700483092,10939.5973154362,0.165,-0.1501929903248339,-0.09186933123590706,14.8905,2
E01001253,-0.08922555727276706,-0.24925671079011733,6.956521739130435,11279.8530312309,0.125,-0.1501929903248339,-0.09186933123590706,5.60893,2
E01001254,-0.2645403873605269,-0.12672057899437605,11.244314375374634,7534.57319980925,0.102,-0.1501929903248339,-0.09186933123590706,8.62924,1
E01001255,-0.35231541074301664,-0.29581556304321494,13.023952095808385,8759.86471251409,0.065,-0.1501929903248339,-0.09186933123590706,7.70175,1
E01001257,-0.4763922079764155,-0.4995201484926759,-18.32,10873.786407767,0.274,-0.1501929903248339,-0.09186933123590706,7.0454,3
E01001258,-0.11556982512137494,-0.474465681849871,26.82926829268293,7489.40178991992,0.099,-0.1501929903248339,-0.09186933123590706,10.0857,1
E01001259,-0.17649094452128075,-0.4176237878311272,14.496376811594203,5300.88156381755,0.126,-0.1501929903248339,-0.09186933123590706,11.9615,2
E01001260,-0.1494410266410137,-0.5118819260942962,24.575,6889.22044013428,0.103,-0.1501929903248339,-0.09186933123590706,13.7473,1
E01001261,-0.28586669942844756,-0.5539024111127551,-34.946236559139784,5129.15987898534,0.126,-0.1501929903248339,-0.09186933123590706,16.0815,2
E01001262,-0.21686980744399814,-0.525632566307658,-3.1746031746031744,5992.29287090559,0.214,-0.1501929903248339,-0.09186933123590706,5.98263,2
E01001263,-0.4411097063934585,-0.5602576988930942,10.0,5260.59128314538,0.24,-0.1501929903248339,-0.09186933123590706,3.78341,2
E01001264,-0.27881019911185617,-0.5331299264438567,67.82407407407408,5296.44268774704,0.14,-0.1501929903248339,-0.09186933123590706,3.27381,1
E01001265,-0.4622792073432327,-0.556359399669336,-8.692722371967655,3220.20363345977,0.095,-0.1501929903248339,-0.09186933123590706,2.13603,1
E01001266,-0.19460262866719866,-0.5066178935792038,17.0,2338.01664165871,0.091,-0.038000077244715456,-0.09186933123590706,9.70967,1
E01001267,-0.17766702790737932,-0.5303853776562214,21.62586315128688,5050.79447772857,0.222,-0.1501929903248339,-0.09186933123590706,8.61345,2
E01001268,-0.45051837348224705,-0.5457692541094236,25.882352941176475,5216.96252465483,0.107,-0.1501929903248339,-0.09186933123590706,4.44543,1
E01001269,-0.057370498700725775,-0.4602084171431852,12.418300653594772,6856.75025764342,0.066,-0.1501929903248339,-0.09186933123590706,8.36389,1
E01001270,-0.3787772869302344,-0.4868416539932992,15.973741794310722,5769.09413854352,0.098,-0.1501929903248339,-0.09186933123590706,3.36559,1
E01001271,-0.20118869562935066,-0.5488931062351428,26.744186046511626,5293.42376879976,0.117,-0.1501929903248339,-0.09186933123590706,6.9661,1
E01001272,-0.44581403993785274,-0.45506957381812607,10.0,2813.5840788753,0.099,-0.1501929903248339,-0.09186933123590706,14.6829,1
E01001273,-0.24587986430109623,-0.48003125826418974,95.36445863261504,4215.9383033419,0.045,-0.1501929903248339,-0.09186933123590706,9.99397,1
E01001274,-0.11415852505805667,-0.48144085806890846,7.006369426751593,6710.18276762402,0.048,-0.1501929903248339,-0.09186933123590706,8.73261,1
E01001275,0.28544847435187903,-0.42051588687224517,-25.64625850340136,5857.92036665712,0.091,-0.1501929903248339,-0.09186933123590706,18.8954,1
E01001276,-0.3033004060929675,-0.3474534707094513,-23.745173745173744,5245.49237170596,0.128,0.07950560872406208,-0.09186933123590706,6.17392,2
E01001277,-0.0963492623542784,-0.3514987825475766,-27.038626609442066,3615.25704809287,0.108,0.00018800158279060392,-0.09186933123590706,12.7076,2
E01001278,-0.16825836081859077,-0.45638300612561017,264.66666666666663,4590.05524861878,0.135,0.2146267751149123,-0.09186933123590706,17.0625,1
E01001279,0.3209923277984133,-0.5406311927159669,6.512141280353201,5815.8830501778,0.028,-0.1501929903248339,-0.09186933123590706,6.53397,1
E01001280,0.1779805880488275,-0.450402237462429,-13.79310344827586,4931.28536782538,0.079,-0.1501929903248339,-0.09186933123590706,8.94619,1
E01001281,-0.18425309486953131,-0.4325506778286627,-5.660377358490567,5114.66296038916,0.041,-0.1501929903248339,-0.09186933123590706,5.89419,1
E01001282,-0.4369280765762191,-0.2463603978250657,23.40909090909091,9520.31978680879,0.237,-0.1501929903248339,-0.09186933123590706,8.6282,2
E01001283,-0.2324083636966945,-0.33798415995578385,-15.789473684210526,5350.97813578826,0.274,-0.1501929903248339,-0.09186933123590706,12.9575,3
E01001284,-0.44424592875638796,-0.538458382884561,10.969779376288434,3193.73942470389,0.076,-0.1501929903248339,-0.09186933123590706,7.34406,1
E01001285,0.1769221130013388,-0.38559928973689217,14.213197969543147,7772.04502814259,0.154,-0.1501929903248339,-0.09186933123590706,7.67392,2
E01001286,1.3018458718046189,-0.43746132353414796,6.768817204301075,7219.10112359551,0.149,-0.1501929903248339,-0.09186933123590706,6.75251,2
E01001287,0.7208606790719264,-0.48416419096511437,14.496376811594203,14663.7744034707,0.266,-0.1501929903248339,-0.09186933123590706,5.17745,3
E01001288,0.2598359917212878,-0.267790341096893,29.176177536231883,8259.10931174089,0.1,-0.1501929903248339,-0.09186933123590706,8.26332,1
E01001289,0.09518431766748836,-0.3378518992868111,55.55555555555556,10111.6427432217,0.095,-0.1501929903248339,-0.09186933123590706,8.6852,1
E01001290,0.046964898837447096,-0.4766675364343829,38.54166666666667,3521.40461629513,0.076,-0.1501929903248339,0.7450666760179808,5.79316,1
E01001291,-0.21353757118338562,-0.35043562184432187,14.496376811594203,9257.69462884731,0.129,-0.1501929903248339,-0.09186933123590706,8.70156,2
E01001292,-0.4222923722158814,-0.4863531161666124,14.496376811594203,8084.76394849785,0.086,-0.1501929903248339,-0.09186933123590706,7.31996,1
E01001293,-0.18707569499616786,-0.5165134366775073,11.538461538461538,10061.7283950617,0.113,-0.1501929903248339,-0.09186933123590706,5.52276,2
E01001294,-0.4834487082930069,-0.5589894109337019,14.496376811594203,6380.47138047138,0.156,-0.1501929903248339,-0.09186933123590706,5.55236,2
E01001295,-0.3858337872468258,-0.44757823306597033,14.496376811594203,10337.5,0.124,-0.1501929903248339,-0.09186933123590706,5.83494,2
E01001296,-0.43170103930466996,-0.5214289867718149,12.195121951219512,8407.0796460177,0.14,-0.1501929903248339,-0.09186933123590706,6.06176,2
E01001297,-0.43170103930466996,-0.5404454962387306,8.333333333333332,6565.49520766773,0.144,-0.1501929903248339,-0.09186933123590706,5.43935,2
E01001298,-0.6669177165243834,-0.5725994432136124,-25.58139534883721,9903.07867730901,0.163,-0.1501929903248339,-0.09186933123590706,7.63031,2
E01001299,-0.6669177165243834,-0.5370729211938913,18.242811501597444,7255.58965366068,0.052,-0.1501929903248339,-0.09186933123590706,9.2001,1
E01001300,-0.17217863877225256,-0.2765645162957033,0.8797653958944283,11293.6046511628,0.044,-0.1501929903248339,-0.09186933123590706,13.2409,1
E01001301,0.21413675157574347,-0.2810467959909501,8.333333333333332,6703.82165605095,0.118,-0.1501929903248339,-0.09186933123590706,8.74339,2
E01001302,0.04814098222354566,-0.330856634593354,62.62626262626263,4645.29533986346,0.059,0.09643804576528513,-0.09186933123590706,11.1281,1
E01001303,-0.06305235609850068,-0.073530549067688,-2.3255813953488373,10043.5594275047,0.051,-0.1501929903248339,-0.09186933123590706,12.4175,1
E01001304,0.071662649945517,0.01967799122897104,16.74742268041237,13647.363872083,0.097,-0.1501929903248339,-0.09186933123590706,9.87991,1
E01001305,-0.03967324393848067,-0.4647693112265032,19.17989417989418,10444.5919044459,0.046,-0.1501929903248339,-0.09186933123590706,7.02562,1
E01001306,-0.17296269436298503,-0.3638199755750454,10.915492957746478,10520.8333333333,0.056,-0.1501929903248339,-0.09186933123590706,9.20336,1
E01001307,0.12811465247824827,-0.5585865270623707,6.0,3186.02620087336,0.067,-0.1501929903248339,-0.09186933123590706,2.71695,1
E01001308,-0.4693357076598241,-0.5653103917826909,58.092848180677535,1761.74194709376,0.069,-0.1501929903248339,-0.09186933123590706,4.37092,1
E01001309,-0.6669177165243834,-0.5605472742365706,11.11111111111111,5261.89763543849,0.095,0.09572447368629271,-0.09186933123590706,4.05564,1
E01001310,-0.5022660424705839,-0.520650281956647,-3.4267912772585665,7415.82491582492,0.125,-0.1501929903248339,-0.09186933123590706,6.85308,2
E01001311,0.6044284238481682,-0.509565617102901,26.54320987654321,6793.27521793275,0.204,-0.1501929903248339,-0.09186933123590706,6.10874,2
E01001312,-0.24823203107329336,-0.4561790619926823,30.917025274259046,8707.31707317073,0.105,-0.1501929903248339,-0.09186933123590706,11.9273,1
E01001313,-0.6669177165243834,-0.5491255290897163,14.496376811594203,9144.01388085599,0.089,-0.1501929903248339,-0.09186933123590706,7.06644,1
E01001314,-0.33761436841678455,-0.5586502594103702,23.12774075972436,5276.2619372442,0.063,-0.1501929903248339,-0.09186933123590706,4.14117,1
E01001315,14.151732948317568,-0.5239301697220453,14.496376811594203,8211.67883211679,0.123,-0.1501929903248339,-0.09186933123590706,7.7952,3
E01001316,-0.1964843620849564,-0.5273974480001509,14.496376811594203,8236.26373626374,0.221,-0.1501929903248339,-0.09186933123590706,9.92037,2
E01001317,-0.6669177165243834,-0.5606456295397195,-10.0,5779.02843601896,0.165,-0.1501929903248339,-0.09186933123590706,6.90337,2
E01001318,-0.14316858191515475,-0.508863152971648,14.496376811594203,6561.88605108055,0.247,-0.1501929903248339,-0.09186933123590706,10.7324,2
E01001319,-0.4520864846637118,-0.4859233108992585,17.436046511627907,10235.8827734096,0.11,-0.1501929903248339,-0.09186933123590706,10.536,1
E01001320,-0.6669177165243834,-0.5725994432136124,14.496376811594203,3288.2096069869,0.276,-0.1501929903248339,-0.09186933123590706,1.14032,2
E01001321,-0.30468403360602464,-0.48819085997566347,23.915737298636927,6126.69683257919,0.154,-0.1501929903248339,-0.09186933123590706,7.9491,2
E01001322,-0.23882336398450482,-0.5503948769083197,7.197549770290965,3365.73734409391,0.149,0.0008307422958570729,-0.09186933123590706,10.0203,2
E01001323,0.7553591250641509,-0.5247364688680555,-7.396950875211744,5441.65435745938,0.115,-0.1501929903248339,-0.09186933123590706,14.4146,2
E01001324,-0.41893213396988543,-0.4709356992426692,8.979591836734693,5312.89506953224,0.183,-0.1501929903248339,-0.09186933123590706,6.31855,2
E01001325,-0.5022660424705839,-0.5683117677154117,-9.411764705882351,1792.95848660011,0.185,-0.1501929903248339,-0.09186933123590706,1.6983,2
E01001326,-0.127487470100507,-0.5560701212580882,-15.848527349228611,2341.5754627753,0.194,-0.1501929903248339,-0.09186933123590706,1.3623,2
E01001327,-0.3999467878800086,-0.485644379007129,42.76315789473684,6290.43853342919,0.193,-0.1501929903248339,-0.09186933123590706,6.8946,2
E01001328,-0.36584036968315015,-0.561993743352422,-20.232558139534884,4548.77412623891,0.194,-0.1501929903248339,-0.09186933123590706,6.96882,2
E01001329,0.008154147096194362,-0.4927556035312502,25.78125,5816.49552832064,0.175,-0.1501929903248339,-0.09186933123590706,4.09514,2
E01001330,-0.31409270069481315,-0.5455885296599071,38.48987108655617,5668.57527787134,0.274,-0.1501929903248339,-0.09186933123590706,6.55277,2
E01001331,-0.19805247326642106,-0.48749498203489716,14.496376811594203,11053.3707865169,0.247,-0.1501929903248339,-0.09186933123590706,6.28616,3
E01001332,-0.08546209043725166,-0.4214219095625423,14.496376811594203,10721.5743440233,0.267,-0.1501929903248339,-0.09186933123590706,7.33593,3
E01001333,0.015210647412785768,-0.5142633112113917,14.496376811594203,8202.73184759166,0.241,-0.1501929903248339,-0.09186933123590706,11.5261,2
E01001334,0.017562814184982904,-0.5211906753978116,14.496376811594203,9704.21648835746,0.291,-0.1501929903248339,-0.09186933123590706,4.94345,3
E01001335,-0.32585353455579885,-0.5561280722914383,-14.285714285714285,3410.06314931758,0.126,-0.1501929903248339,-0.09186933123590706,1.55448,2
E01001336,-0.6669177165243834,-0.5402887176674058,14.496376811594203,6053.67008681926,0.168,-0.1501929903248339,-0.09186933123590706,3.76878,2
E01001337,-0.31644486746701034,-0.5130096907629546,28.796009849106635,1369.79551613698,0.174,-0.1501929903248339,-0.09186933123590706,3.47932,2
E01001338,-0.017719687397974124,-0.48425384044171194,-14.582542694497151,3104.20475319927,0.139,-0.1501929903248339,0.6788720186622432,5.79925,2
E01001339,0.20259993359782413,-0.5336553333148397,14.496376811594203,2166.06995318094,0.238,-0.1501929903248339,-0.09186933123590706,2.0779,2
E01001340,-0.33761436841678455,-0.47149127068291335,-27.5125,15513.5579293344,0.212,-0.1501929903248339,-0.09186933123590706,4.40091,3
E01001341,-0.41758803867148714,-0.4847282108314489,63.87195121951219,7591.62303664921,0.084,-0.1501929903248339,-0.09186933123590706,3.12931,1
E01001342,-0.36852856027994685,-0.4208249510013679,22.479721900347624,9952.60663507109,0.088,-0.1501929903248339,-0.09186933123590706,4.0642,1
E01001343,-0.3964185377217129,-0.5024105344669233,21.420704845814974,5043.35761359695,0.1,-0.1501929903248339,-0.09186933123590706,4.17243,1
E01001344,-0.16167229385643878,-0.48908117561157,-4.40251572327044,4717.44980335334,0.137,-0.1501929903248339,-0.09186933123590706,9.27271,2
E01001345,-0.2984115888801656,-0.4389461860858783,14.496376811594203,9574.82054113749,0.12,-0.1501929903248339,-0.09186933123590706,4.40317,2
E01001346,-0.4187641220575857,-0.48280881529713565,17.73790713084255,8111.40121845083,0.094,-0.1501929903248339,-0.09186933123590706,7.01963,1
E01001347,-0.33683031282605214,-0.5186094131814107,14.496376811594203,2669.54193932183,0.102,-0.1501929903248339,-0.09186933123590706,4.07255,1
E01001348,-0.3093883671504189,-0.46465426776936564,-33.455882352941174,3833.25230918814,0.143,0.05003957473953298,-0.09186933123590706,10.9236,2
E01001349,-0.12199908096538055,-0.5188363794734578,14.496376811594203,2045.85537918871,0.176,-0.1501929903248339,-0.09186933123590706,8.29634,2
E01001350,-0.2902943074702304,-0.31549177453177213,-1.098901098901099,4842.49329758713,0.084,-0.1501929903248339,-0.09186933123590706,11.7325,1
E01001351,-0.08358035701949391,0.28838752865420225,1.351351351351351,9541.00051572976,0.162,-0.1501929903248339,-0.09186933123590706,19.5928,3
E01001352,1.2031346281222549e-05,0.06259154218478803,130.41666666666666,9900.0624609619,0.102,-0.1501929903248339,-0.09186933123590706,18.863,1
E01001353,-0.08104725434174324,-0.20002634463085633,18.125,7189.5758814512,0.139,-0.1501929903248339,-0.09186933123590706,18.2015,2
E01001354,0.029877099051191465,-0.19431562329214333,9.090909090909092,7603.55029585799,0.122,0.15855341988144364,-0.09186933123590706,20.0663,2
E01001355,-0.12481245690859664,0.6842329314366028,3.30188679245283,11859.1934381408,0.148,-0.1501929903248339,-0.09186933123590706,14.0272,3
E01001356,0.135955208385572,-0.3303933098378909,14.496376811594203,19379.4749403341,0.329,-0.1501929903248339,-0.09186933123590706,16.5029,3
E01001357,0.0579115211234414,0.04105255536370091,-8.333333333333332,14043.1266846361,0.309,-0.1501929903248339,-0.09186933123590706,10.0101,3
E01001358,-0.11056837577417687,-0.18609913591098293,0.0,5874.17985333848,0.321,-0.1501929903248339,-0.09186933123590706,13.3212,3
E01001359,-0.6669177165243834,-0.5725994432136124,14.496376811594203,16985.6819894499,0.142,-0.1501929903248339,-0.09186933123590706,8.32297,2
E01001360,-0.4364053728490642,-0.543700791309416,14.496376811594203,14419.9288256228,0.146,-0.1501929903248339,-0.09186933123590706,15.3754,3
E01001361,-0.13297585923563374,-0.4991370775649598,14.496376811594203,5582.53681219323,0.181,-0.1501929903248339,-0.09186933123590706,15.907,2
E01001362,-0.27802614352112376,-0.5233812223521496,14.496376811594203,8975.82957804179,0.157,-0.1501929903248339,-0.09186933123590706,11.7676,2
E01001363,0.1269385690921497,-0.45089145470733616,14.496376811594203,12845.5284552846,0.145,-0.1501929903248339,-0.09186933123590706,6.80424,2
E01001364,-0.38465770386072723,-0.5046281262140476,14.496376811594203,13251.8955349621,0.305,-0.1501929903248339,-0.09186933123590706,4.90491,3
E01001365,0.041554915261393655,-0.528948429159037,14.496376811594203,4766.11338650571,0.153,-0.1501929903248339,-0.09186933123590706,1.96248,2
E01001366,0.5091656695741842,-0.5486848016123747,23.367198838896957,11361.5023474178,0.169,-0.1501929903248339,-0.09186933123590706,5.22467,2
E01001367,-0.2215741409883924,-0.5139300729446472,14.496376811594203,11219.872110182,0.189,-0.1501929903248339,-0.09186933123590706,14.3203,3
E01001368,-0.6669177165243834,-0.5409431705955616,14.496376811594203,13022.533022533,0.163,-0.1501929903248339,-0.09186933123590706,6.58663,2
E01001369,-0.23882336398450482,-0.41406138788954877,14.496376811594203,13371.0859427049,0.146,-0.1501929903248339,-0.09186933123590706,10.4996,2
E01001370,-0.6669177165243834,-0.5725994432136124,14.496376811594203,4533.89830508475,0.14,-0.1501929903248339,-0.09186933123590706,4.14536,2
E01001371,-0.47874437474861264,-0.5524862453477278,13.650306748466257,11066.6666666667,0.166,-0.1501929903248339,-0.09186933123590706,6.87915,2
E01001372,-0.22235819657912487,-0.41498193318825044,36.52173913043478,17667.1850699844,0.189,-0.1501929903248339,-0.09186933123590706,7.11601,3
E01001373,-0.3611360361387559,-0.5189262841731836,74.35897435897436,11714.4719687093,0.173,-0.1501929903248339,-0.09186933123590706,9.24759,2
E01001374,0.02590231455913642,-0.04108721008648733,6.25,14460.7087827427,0.074,-0.1501929903248339,-0.09186933123590706,7.19784,1
E01001375,-0.07793515676622077,-0.25460336266491995,21.951219512195124,11407.9422382671,0.032,-0.1501929903248339,-0.09186933123590706,7.88778,1
E01001376,-0.04803650357295948,-0.15526264753927208,33.5,10443.729903537,0.19,-0.1501929903248339,-0.09186933123590706,6.40356,2
E01001377,0.6892744395595648,-0.38386543455063443,38.81512605042017,9134.31269674711,0.042,-0.1501929903248339,-0.09186933123590706,13.3374,1
E01001379,-0.03862783648417094,-0.1092126757222726,32.943568886629386,11966.966966967,0.038,-0.1501929903248339,-0.09186933123590706,8.07519,1
E01001380,0.1814304326480499,-0.20545259043770936,1.1595361855257895,10649.2027334852,0.084,-0.1501929903248339,-0.09186933123590706,12.2946,1
E01001381,-0.05078838496003974,0.07977310398568475,-31.89102564102564,6981.06591865358,0.123,-0.1501929903248339,-0.09186933123590706,9.9014,2
E01001382,1.1646361434264525,-0.4756520714165439,29.411764705882355,6718.97989210397,0.029,-0.1501929903248339,-0.09186933123590706,9.00221,1
E01001383,0.023051203320109508,-0.3624417522219857,16.122766122766123,13975.7994814175,0.071,-0.1501929903248339,-0.09186933123590706,8.34792,1
E01001384,-0.0074808438013512545,0.21097934099121365,0.8558542561880749,14591.3682277319,0.071,-0.1501929903248339,-0.09186933123590706,11.5707,1
E01001385,-0.08828469056388819,-0.44445668499425206,28.72727272727273,10405.7428214732,0.063,-0.1501929903248339,-0.09186933123590706,11.0812,1
E01001386,0.33510532843159613,-0.23089788571267003,-7.242339832869081,5324.2542153048,0.057,-0.1501929903248339,-0.09186933123590706,10.2136,1
E01001387,1.1618919488588892,-0.3291488708336276,14.614614614614617,5905.29247910864,0.074,0.18097145255559333,-0.09186933123590706,16.6774,1
E01001388,-0.17570688893054828,-0.20534087281304989,-20.8,7866.3672094329,0.205,-0.1501929903248339,-0.09186933123590706,19.7149,3
E01001389,-0.21095923452924648,0.04834370364285298,33.48372093023256,12114.6953405018,0.13,0.4257152822891068,-0.09186933123590706,15.5369,1
E01001390,-0.2054653624878909,-0.14713683517762452,-12.08984375,13352.8645833333,0.077,-0.1501929903248339,-0.09186933123590706,22.0523,3
E01001391,-0.294420033145528,0.0084277420142746,86.33540372670807,15475.83081571,0.135,-0.1501929903248339,-0.09186933123590706,11.9268,1
E01001392,-0.16825836081859077,-0.27026880355666216,20.32,11810.2372034956,0.066,-0.1501929903248339,-0.09186933123590706,15.6239,1
E01001393,-0.1098692797675795,-0.007092888247551405,-11.5,11877.4373259053,0.113,-0.1501929903248339,-0.09186933123590706,15.7885,2
E01001394,0.24964326904176684,-0.3612805786387891,1.2413793103448276,11217.3913043478,0.207,0.3289001124550939,-0.09186933123590706,11.4705,3
E01001395,-0.23098280807718094,-0.45514924245875577,14.496376811594203,6930.77564637198,0.233,-0.1501929903248339,-0.09186933123590706,2.87649,2
E01001396,-0.15728158254833757,-0.38037130237431266,36.70133729569093,11129.1413116971,0.145,-0.1501929903248339,-0.09186933123590706,11.9094,2
E01001397,-0.1743739944263033,-0.3729906891817598,38.801261829652994,7825.35965205754,0.188,-0.1501929903248339,-0.09186933123590706,7.4498,2
E01001398,0.4244876657750873,-0.5266241254899477,35.0,7681.74012593017,0.067,-0.1501929903248339,-0.09186933123590706,8.65624,1
E01001399,-0.09298902410828246,-0.5213433585115116,15.734098517455765,5714.87433044911,0.075,-0.1501929903248339,-0.09186933123590706,7.35201,1
E01001400,0.09047998412309409,-0.5397295807211157,-0.8064516129032258,6577.75954041855,0.069,-0.1501929903248339,-0.09186933123590706,7.77059,1
E01001401,-0.5022660424705839,-0.5442474584113691,22.5130890052356,9091.52542372881,0.077,-0.1501929903248339,-0.09186933123590706,8.2105,1
E01001402,-0.3893620374051215,-0.5610864218482945,-17.1875,5614.13508121972,0.07,-0.1501929903248339,-0.09186933123590706,6.76976,1
E01001403,0.3209923277984133,-0.5617295488305671,35.22727272727273,4465.15397082658,0.096,-0.1501929903248339,-0.09186933123590706,5.44121,1
E01001404,-0.19883652885715353,-0.5570597706977084,22.52252252252252,2983.16889146837,0.12,-0.1501929903248339,-0.09186933123590706,1.38797,1
E01001405,-0.14003235955222515,-0.5436353951111215,16.083916083916083,6883.16400580551,0.092,-0.1501929903248339,-0.09186933123590706,8.7394,1
E01001406,-0.4066112604012338,-0.47333782528559454,35.74821852731592,7814.79666829985,0.151,-0.1501929903248339,-0.09186933123590706,8.22871,2
E01001407,0.13281898602264253,-0.5529850872758736,11.547619047619047,1668.92808683853,0.108,-0.1501929903248339,-0.09186933123590706,1.17166,1
E01001408,-0.6669177165243834,-0.5165622349801334,22.65258215962441,11476.6483516484,0.108,-0.1501929903248339,-0.09186933123590706,9.04163,1
E01001409,-0.1494410266410137,-0.4658002150879891,-10.571428571428571,9655.53789083201,0.224,-0.1501929903248339,-0.09186933123590706,3.28459,2
E01001410,-0.2435276975288991,-0.5213730760260774,-13.768115942028986,12613.0653266332,0.285,-0.1501929903248339,-0.09186933123590706,1.52191,3
E01001411,-0.06476302284191683,-0.4847968215388685,13.821138211382117,10199.0317374933,0.103,-0.1501929903248339,-0.09186933123590706,5.30008,1
E01001412,-0.3352622016445874,-0.5720348010480703,-17.086614173228345,122.627024008934,0.145,-0.1501929903248339,-0.062309594416816626,0.567043,2
E01001413,-0.6669177165243834,-0.5725994432136124,18.36283185840708,2962.60035245741,0.05,-0.1501929903248339,-0.09186933123590706,2.48798,1
E01001414,-0.33761436841678455,-0.5622763775328458,57.57575757575758,3950.30425963489,0.277,-0.1501929903248339,-0.09186933123590706,3.94336,2
E01001415,-0.009594020366747693,-0.5278753974902666,-30.76923076923077,1877.53971185815,0.129,-0.1501929903248339,-0.09186933123590706,7.82283,2
E01001416,-0.3964185377217129,-0.5479204412631179,22.116350067842603,5166.46115906289,0.061,-0.1501929903248339,-0.09186933123590706,6.84386,1
E01001417,0.7867213486934461,-0.5697565508214305,22.35294117647059,317.822251065546,0.033,-0.1356911008957685,-0.09186933123590706,0.982582,1
E01001418,-0.1964843620849564,-0.5661522611011941,17.391304347826086,2690.32258064516,0.151,-0.1501929903248339,-0.09186933123590706,9.09324,2
E01001419,3.7069363963761894,-0.5301485300663697,-7.949790794979079,3167.61790327426,0.099,-0.1501929903248339,-0.09186933123590706,11.7099,1
E01001420,0.08342348380650268,-0.5498211093784622,8.035714285714286,4613.43829069441,0.157,-0.1501929903248339,-0.09186933123590706,4.87497,2
E01001421,-0.16512213845566118,-0.48777749717969915,-22.02970297029703,8837.80991735537,0.19,-0.1501929903248339,-0.09186933123590706,6.27626,2
E01001422,0.08577565057869982,-0.5616057915830819,18.5,1109.74443077764,0.024,-0.1501929903248339,-0.09186933123590706,1.58118,1
E01001423,0.4497734585762065,-0.34142671170800076,10.0,10511.4822546973,0.208,-0.1501929903248339,-0.09186933123590706,12.8801,3
E01001424,-0.31409270069481315,-0.4563421294955501,6.36182902584493,17214.4846796657,0.332,-0.1501929903248339,-0.09186933123590706,21.2573,3
E01001425,-0.023992132123833197,-0.5424034000397573,12.215669755686603,5435.10691198409,0.298,-0.1501929903248339,-0.09186933123590706,17.237,3
E01001426,-0.1673174941097119,-0.4542554142049822,81.0,6430.88903309539,0.246,-0.1501929903248339,-0.09186933123590706,7.94062,2
E01001427,-0.30468403360602464,-0.560676426381445,14.496376811594203,1232.27674263232,0.286,-0.08937244283014921,-0.09186933123590706,2.87703,2
E01001428,0.03873231513475712,-0.5471447043862879,9.523809523809524,11879.3650793651,0.242,-0.1501929903248339,-0.09186933123590706,8.04777,3
E01001429,-0.1306236924634366,-0.43997290248033005,14.496376811594203,10805.2588331964,0.312,-0.1501929903248339,-0.09186933123590706,22.6282,3
E01001430,0.10929731830067117,-0.5034113555440486,34.51327433628318,15222.602739726,0.297,-0.1501929903248339,-0.09186933123590706,19.3486,3
E01001431,-0.28351453265625043,-0.42092333899474327,72.20543806646525,13910.1620029455,0.283,-0.1501929903248339,-0.09186933123590706,6.33529,3
E01001432,0.2786533258988649,-0.4945228599264224,23.24723247232472,14096.5427266797,0.239,-0.1501929903248339,-0.09186933123590706,14.7528,3
E01001433,-0.3752490367719387,-0.5007711742649313,-3.504672897196261,5944.97607655502,0.23,-0.1501929903248339,-0.09186933123590706,5.31403,2
E01001434,-0.01066318708138272,-0.4364875097320817,17.571059431524546,9280.45325779037,0.172,-0.1501929903248339,-0.09186933123590706,3.48845,2
E01001435,0.1563406537446139,-0.5463763491637208,14.496376811594203,9441.26984126984,0.165,-0.1501929903248339,-0.09186933123590706,5.15217,2
E01001436,-0.1196469141931834,-0.46886689477246674,13.125,9984.6547314578,0.222,-0.1501929903248339,-0.09186933123590706,4.71077,2
E01001437,-0.13768019278002802,-0.5572205102487584,3.018867924528302,970.807618037939,0.269,-0.1501929903248339,-0.09186933123590706,1.97324,2
E01001438,-0.11651069183025381,-0.4555846600525299,28.87323943661972,6331.76725695699,0.246,-0.1501929903248339,-0.09186933123590706,7.039,2
E01001439,-0.38465770386072723,-0.5146059066992941,-14.929577464788732,11286.3268222963,0.251,-0.1501929903248339,-0.09186933123590706,7.97897,3
E01001440,-0.4834487082930069,-0.54687324926402,9.762202753441802,5390.97266369994,0.206,-0.1501929903248339,-0.09186933123590706,7.76851,2
E01001441,-0.4034750380383043,-0.5363904611720085,14.838709677419354,5147.23557692308,0.239,-0.1501929903248339,-0.09186933123590706,5.27178,2
E01001442,-0.6669177165243834,-0.537476205462526,-16.666666666666664,16038.2276281494,0.314,-0.1501929903248339,-0.09186933123590706,8.96896,3
E01001444,0.3021749936208362,-0.5609974085477745,10.80332409972299,5388.82488479263,0.137,-0.1501929903248339,-0.09186933123590706,6.07616,2
E01001445,-0.20118869562935066,-0.549860616606681,-3.883495145631068,2215.23014919041,0.208,-0.09219643194167859,-0.09186933123590706,3.27794,2
E01001446,-0.048297855436536884,-0.5054773578783494,20.277563608326908,10254.5655783066,0.188,-0.1501929903248339,-0.09186933123590706,7.56173,2
E01001447,-0.22627847453278668,-0.4865638957998878,14.496376811594203,11364.857603439,0.302,-0.1501929903248339,-0.09186933123590706,6.99831,3
E01001448,-0.08828469056388819,-0.5211883924154572,15.555555555555555,12768.253968254,0.224,-0.1501929903248339,-0.09186933123590706,7.98339,3
E01001449,-0.25764069816208196,-0.5207072166552977,23.404255319148938,7363.05732484076,0.217,-0.1501929903248339,-0.09186933123590706,7.15805,2
