LSOA11CD,average_price,airbnb_density,Price_Change,People per Sq Km,Income Score (rate),hotel_density,tourist_attraction_density,AvPTAI2015,Cluster
E01000084,-0.5304920437369496,-0.4399464512703072,20.96,9426.66666666667,0.229,-0.1501929903248339,-0.09186933123590706,13.9159,3
E01000085,-0.10710202474146527,-0.48865179973282197,34.385964912280706,12938.7474191328,0.189,-0.1501929903248339,-0.09186933123590706,13.5581,3
E01000086,-0.3928902875634172,-0.45626169334183064,23.49914236706689,10499.6431120628,0.218,-0.1501929903248339,-0.09186933123590706,11.3246,2
E01000087,-0.11807880301171848,-0.5294669194131368,14.496376811594203,4394.63087248322,0.226,0.06983049444412631,-0.09186933123590706,7.1013,2
E01000088,-0.10788608033219774,-0.44637798143531376,28.875110717449072,9403.71024734982,0.147,-0.1501929903248339,-0.09186933123590706,4.09005,2
E01000089,-0.4552227070266413,-0.4385934957708939,27.368421052631582,12914.089347079,0.156,-0.1501929903248339,-0.09186933123590706,3.14651,2
E01000090,0.47976358492171994,-0.5642733276851986,34.715025906735754,895.094880057286,0.169,-0.1501929903248339,-0.09186933123590706,3.1872,2
E01000091,-0.07495574552143784,-0.47463240137176255,14.496376811594203,8448.41592201462,0.256,-0.1501929903248339,-0.09186933123590706,4.69844,2
E01000092,-0.3102116255206879,-0.49914266202241425,14.241330765869996,2289.39806412583,0.215,-0.1501929903248339,-0.09186933123590706,2.50159,2
E01000093,0.46212233413024145,-0.5449121598262558,-15.789473684210526,6089.17631041525,0.26,-0.1501929903248339,-0.09186933123590706,4.76951,2
E01000094,0.44424586666154314,-0.46476428926030006,-2.735562310030395,3858.6595885866,0.167,-0.1501929903248339,-0.09186933123590706,3.08911,2
E01000095,-0.09993351648334069,-0.5320987390148374,11.76470588235294,808.820325096963,0.196,-0.1501929903248339,-0.09186933123590706,3.88439,2
E01000096,-0.23505989714898942,-0.5320539906859985,14.496376811594203,3084.32934926959,0.259,-0.1501929903248339,-0.09186933123590706,3.51993,2
E01000097,-0.17766702790737932,-0.46110716203751084,22.31139646869984,10044.6428571429,0.223,-0.1501929903248339,-0.09186933123590706,14.5706,3
E01000098,-0.34702303550557306,-0.4794135118021297,0.473186119873817,10290.763968073,0.239,-0.1501929903248339,-0.09186933123590706,11.0563,3
E01000099,-0.01615157621650932,-0.5074154105969331,11.067193675889328,8022.58064516129,0.174,-0.1501929903248339,-0.09186933123590706,9.59104,2
E01000100,-0.3940663709495158,-0.5533909025717346,24.45193929173693,8411.3475177305,0.16,-0.1501929903248339,-0.09186933123590706,4.91511,2
E01000101,-0.3532954802314321,-0.4972181622028734,21.951219512195124,9572.91031116534,0.254,-0.1501929903248339,-0.09186933123590706,8.70126,3
E01000102,-0.43170103930466996,-0.5248922515819047,17.258064516129032,6087.8164556962,0.275,-0.1501929903248339,-0.09186933123590706,5.78336,2
E01000103,-0.29527536651723607,-0.5320431447035404,28.8135593220339,2454.0139740482,0.18,-0.1501929903248339,-0.09186933123590706,3.04832,2
E01000104,0.1410515697253325,-0.49774283451199275,-9.782608695652174,9150.77202543143,0.222,-0.1501929903248339,-0.09186933123590706,8.24809,2
E01000105,0.010506313868391497,-0.4097769068547984,8.26086956521739,10547.7591670439,0.246,-0.1501929903248339,-0.09186933123590706,8.9166,3
E01000106,-0.19256408413129458,-0.35279105286276574,23.5,9954.42114858705,0.275,-0.1501929903248339,-0.09186933123590706,4.76699,3
E01000107,-0.17860789461625817,-0.5276031197170916,37.70992366412214,3315.29850746269,0.151,-0.1501929903248339,-0.09186933123590706,2.67607,2
E01000108,-0.6669177165243834,-0.5725994432136124,20.3125,7885.17141676993,0.171,-0.1501929903248339,-0.09186933123590706,9.5896,2
E01000109,-0.28469061604234897,-0.5295450995588447,40.468227424749166,7631.22835065281,0.12,-0.1501929903248339,-0.09186933123590706,4.30923,1
E01000110,-0.30656576702378235,-0.4437517759821671,30.136986301369863,7634.96143958869,0.112,-0.1501929903248339,-0.09186933123590706,5.20468,1
E01000111,0.22220132336613369,-0.5323346006952198,24.40944881889764,6938.63789615644,0.174,-0.1501929903248339,-0.09186933123590706,5.31493,2
E01000112,-0.02163996535163606,-0.45545946879651267,16.363636363636363,7682.88288288288,0.129,-0.1501929903248339,-0.09186933123590706,9.71421,2
E01000113,0.022267147729377174,-0.4941354808466971,18.859649122807017,11916.8291098116,0.152,-0.1501929903248339,-0.09186933123590706,14.5377,2
E01000114,-0.06319491166045203,-0.4778629532282703,14.388489208633093,9730.67915690867,0.119,-0.1501929903248339,-0.09186933123590706,5.97464,2
E01000115,-0.08593252379169106,-0.514770876018391,23.07692307692308,4813.86861313869,0.055,-0.1501929903248339,-0.09186933123590706,7.01025,1
E01000116,-0.18048962803401586,-0.4736596349541385,4.065040650406504,7022.83849918434,0.074,-0.1501929903248339,-0.09186933123590706,5.3088,1
E01000117,-0.2670493652508705,-0.5603176457140028,9.090909090909092,5407.60869565217,0.071,-0.1501929903248339,-0.09186933123590706,5.74797,1
E01000118,-0.4340532060768671,-0.5442189264246964,19.069767441860467,7597.19789842382,0.077,-0.1501929903248339,-0.09186933123590706,5.74361,1
E01000119,-0.3813646703796512,-0.4311930150004197,15.808823529411764,4418.72169099144,0.078,-0.1501929903248339,-0.09186933123590706,8.40527,1
E01000120,-0.324089409476651,-0.43940034371350484,19.54022988505747,5981.2321501428,0.061,-0.1501929903248339,-0.09186933123590706,7.20748,1
E01000121,-0.30821228376432036,-0.518895468996396,45.71934426229508,3889.92289284765,0.262,-0.1501929903248339,-0.09186933123590706,3.31441,2
E01000122,0.6408870088172237,-0.5382461093280337,13.909774436090224,6094.87505294367,0.071,-0.1501929903248339,-0.09186933123590706,3.91162,1
E01000123,-0.3418910352753248,-0.47234151732824436,21.052631578947366,3375.68746444149,0.075,-0.1501929903248339,-0.09186933123590706,5.58762,1
E01000124,0.8102430164154175,-0.5259261129420607,-2.976190476190476,6970.28928850665,0.166,-0.1501929903248339,-0.09186933123590706,12.9099,2
E01000125,0.07989523364820698,-0.4391563453654295,-8.103727714748784,10747.4813129672,0.179,-0.1501929903248339,-0.09186933123590706,12.3823,3
E01000126,0.24975527698330027,-0.3419369406766661,-14.97093023255814,13822.8004956629,0.243,-0.1501929903248339,-0.09186933123590706,4.62348,3
E01000127,-0.25293636461768765,-0.4901643839015596,14.496376811594203,7776.66999002991,0.193,-0.1501929903248339,-0.09186933123590706,14.6656,2
E01000128,-0.17296269436298503,-0.5059569766532113,14.496376811594203,8042.94975688817,0.171,-0.1501929903248339,-0.09186933123590706,14.6214,2
E01000129,-0.16919922752746963,-0.40917284680457155,14.496376811594203,10867.2875436554,0.214,-0.1501929903248339,-0.09186933123590706,20.5564,3
E01000130,-0.4246445389880785,-0.4120431632923435,19.912790697674417,10537.3831775701,0.185,-0.1501929903248339,-0.09186933123590706,9.84947,2
E01000131,-0.2016163623152047,-0.37891409554602634,49.673202614379086,6120.20232073788,0.116,-0.1501929903248339,-0.09186933123590706,8.7169,1
E01000132,0.1916231553275709,-0.5197194913179087,32.47863247863248,10299.674267101,0.187,-0.1501929903248339,-0.09186933123590706,10.0333,2
E01000133,-0.2611689483203776,-0.420294710364984,14.496376811594203,10751.9280205656,0.188,-0.1501929903248339,-0.09186933123590706,11.5425,2
E01000134,-0.34702303550557306,-0.5221255853974105,5.540897097625329,10934.7553324969,0.184,-0.1501929903248339,-0.09186933123590706,11.0418,2
E01000135,-0.011078275335299884,-0.26953275839035656,32.299270072992705,5291.80526156637,0.076,-0.1501929903248339,-0.09186933123590706,14.616,1
E01000136,0.3502637365190888,-0.4870525228683111,109.7902097902098,3168.10758885687,0.037,-0.1501929903248339,-0.09186933123590706,11.6318,1
E01000137,0.006978063710095794,-0.3761757214546529,14.496376811594203,13754.0716612378,0.235,-0.1501929903248339,-0.09186933123590706,11.4895,3
E01000138,-0.04077092176550608,-0.010175120865574965,76.56565656565657,6080.30592734226,0.178,0.16858310926140527,-0.09186933123590706,10.2718,2
E01000139,0.3484945854425644,-0.34351807787737093,181.97927461139892,4649.57264957265,0.082,0.08352057825774632,-0.09186933123590706,10.1868,1
E01000140,0.33372170091853903,0.12840518286269947,50.0,14845.9958932238,0.118,-0.1501929903248339,-0.09186933123590706,14.5111,3
E01000141,0.07351078098081473,-0.17850169884120584,32.6517571884984,6094.4669365722,0.149,0.29654779528802316,-0.09186933123590706,17.3824,2
E01000142,-0.14809693134261537,-0.24856775437234255,61.11111111111112,13485.4563691073,0.126,-0.1501929903248339,-0.09186933123590706,12.9837,1
E01000143,-0.058121610779242584,-0.053311715064279674,-4.3478260869565215,8934.09742120344,0.239,-0.1501929903248339,-0.09186933123590706,13.9178,3
E01000144,-0.08514846820095859,0.7751741591276744,-5.9024807527801535,9076.22412922766,0.102,0.27950283219198296,-0.09186933123590706,24.4656,3
E01000145,-0.16533404537207533,0.19855643425708602,-9.19047619047619,8382.42394978271,0.088,0.24318163399820988,-0.09186933123590706,12.0305,1
E01000146,-0.027706079658881277,0.7934484898910711,20.76923076923077,10551.7909002904,0.103,0.24239024460131633,-0.09186933123590706,30.0335,3
E01000147,-0.058490578116057755,-0.2345893203209639,30.60465116279069,9322.78793870489,0.078,-0.1501929903248339,-0.09186933123590706,4.9307,1
E01000148,-0.1371574890528731,-0.1499254969025202,14.496376811594203,13583.9384878257,0.186,-0.1501929903248339,-0.09186933123590706,11.2697,3
E01000150,0.15116588684578022,-0.4766355233323173,4.081632653061225,4818.16225521842,0.106,0.027814982262951052,-0.09186933123590706,5.09996,1
E01000151,-0.5069703760149782,-0.5442741116592588,14.496376811594203,12419.1279887482,0.332,-0.1501929903248339,-0.09186933123590706,4.13997,3
E01000152,-0.2790240324547832,-0.2140917937207777,-17.528089887640448,11043.8074634938,0.265,-0.1501929903248339,-0.09186933123590706,3.94988,3
E01000153,-0.20471694578764638,-0.37750408225557736,15.942028985507244,10709.0909090909,0.276,-0.1501929903248339,-0.09186933123590706,5.49369,3
E01000154,-0.12199908096538055,0.0348537214147462,11.8508655126498,13083.7657524092,0.201,-0.1501929903248339,-0.09186933123590706,9.27649,3
E01000155,-0.048748270350361826,0.32902057784431127,23.865300146412885,18024.0963855422,0.135,-0.1501929903248339,-0.09186933123590706,12.0205,3
E01000156,-0.26125941627315447,-0.14213286595093835,73.55371900826447,12194.4444444444,0.075,-0.1501929903248339,-0.09186933123590706,8.16457,1
E01000157,-0.13768019278002802,-0.37617543592000624,6.283783783783783,13193.0103256553,0.089,-0.1501929903248339,-0.09186933123590706,4.75052,1
E01000158,-0.07605342334846311,-0.4977019915169558,105.67786790266511,5517.75147928994,0.13,-0.1501929903248339,-0.09186933123590706,6.74756,1
E01000159,-0.12497849221016348,-0.5155641543227555,14.56953642384106,3666.39643291447,0.112,-0.1501929903248339,-0.09186933123590706,4.51445,1
E01000160,-0.27410586556746186,-0.3852184850142558,38.372093023255815,7411.57024793388,0.07,-0.1501929903248339,-0.09186933123590706,7.35754,1
E01000161,-0.29645144990333466,-0.3188527617096191,6.25,10032.9896907216,0.109,-0.1501929903248339,-0.09186933123590706,9.4314,2
E01000162,-0.21294952949033633,-0.4403526700199719,20.600858369098717,8902.90729566648,0.117,-0.1501929903248339,-0.09186933123590706,10.2149,1
E01000163,-0.25122569787427157,-0.3054468167937393,-8.96551724137931,9038.66248693835,0.2,-0.1501929903248339,-0.09186933123590706,3.79625,2
E01000164,-0.2464679059941455,-0.4844658619939051,92.0,3294.33272394881,0.172,-0.1501929903248339,-0.09186933123590706,7.30712,1
E01000165,-0.08946077394998675,-0.42264828883391997,40.46242774566474,10059.3952483801,0.099,-0.1501929903248339,-0.09186933123590706,8.8973,1
E01000166,0.05284531576793993,-0.5618042688929147,4.511278195488721,4379.22639978361,0.105,-0.1501929903248339,-0.09186933123590706,5.24531,1
E01000167,-0.4646313741154298,-0.5388645859423284,14.361702127659576,2166.47283601927,0.199,-0.1501929903248339,-0.09186933123590706,1.79421,2
E01000168,0.27277290896837203,-0.49491562666032424,17.770034843205575,4998.40713603058,0.05,-0.1501929903248339,-0.09186933123590706,6.79275,1
E01000169,0.005801980323997227,-0.5385248600500501,55.08982035928144,6876.31027253669,0.086,-0.1501929903248339,-0.09186933123590706,6.72274,1
E01000170,-0.43170103930466996,-0.5452962001028507,31.49171270718232,6317.03204047218,0.147,-0.1501929903248339,-0.09186933123590706,8.01471,2
E01000171,-0.3105644505365175,-0.511832682109193,39.83050847457627,7270.27027027027,0.196,-0.1501929903248339,-0.09186933123590706,11.3282,2
E01000172,0.09518431766748836,-0.5429376670115129,11.16279069767442,3333.94630378816,0.075,-0.1501929903248339,-0.09186933123590706,3.48235,1
E01000173,-0.36584036968315015,-0.5395329991619268,28.167641325536064,4840.03281378179,0.081,-0.1501929903248339,-0.09186933123590706,3.15452,1
E01000174,-0.20236477901544922,-0.44323019686728704,10.9375,10461.5384615385,0.128,-0.1501929903248339,-0.09186933123590706,9.69772,2
E01000175,-0.4238604833973462,-0.5404187003664177,1.366240634640811,2993.21086261981,0.052,-0.1501929903248339,-0.09186933123590706,5.88037,1
E01000176,-0.06299889776276899,-0.4085354060149126,-2.215799614643545,7651.34274010014,0.233,-0.1501929903248339,-0.09186933123590706,3.71903,2
E01000177,-0.15414536018540795,-0.37998912017199665,-8.273381294964029,10711.3218731476,0.055,-0.1501929903248339,-0.09186933123590706,5.02878,1
E01000178,-0.2663773176016713,-0.44732152646332257,7.109004739336493,4325.74850299401,0.058,-0.1501929903248339,-0.09186933123590706,4.0344,1
E01000179,-0.1390914928433463,-0.3192272848290612,24.198250728862973,12698.1919332406,0.064,-0.1501929903248339,-0.09186933123590706,3.10387,1
E01000180,-0.31095647833188367,-0.42973513549954656,2.217936354869817,10287.0533099004,0.13,-0.1501929903248339,-0.09186933123590706,8.57823,2
E01000181,-0.2623450317064762,-0.23861309226801417,27.069767441860463,12795.2480782669,0.058,-0.1501929903248339,-0.09186933123590706,14.1528,1
E01000182,0.3062912854721812,-0.3486271538783547,29.35323383084577,8873.68901048792,0.04,-0.1501929903248339,-0.09186933123590706,14.5049,1
E01000183,0.023051203320109508,-0.519427132565031,108.42625899280576,7171.28027681661,0.085,-0.1501929903248339,-0.09186933123590706,2.92704,1
E01000184,-0.2712309950681098,-0.5133483978141898,-2.7777777777777777,2559.7667638484,0.212,-0.1501929903248339,-0.09186933123590706,1.93827,2
E01000185,-0.22487258174940455,0.5154280857630756,14.496376811594203,12176.3754045307,0.239,-0.1501929903248339,-0.09186933123590706,2.90637,3
E01000186,-0.2074611403552096,-0.5240187290626356,14.084507042253522,6802.66771282856,0.044,-0.1501929903248339,-0.09186933123590706,7.95126,1
E01000187,2.2152706350078395,-0.5156576201837185,7.054263565891474,8085.30366249421,0.118,-0.1501929903248339,-0.09186933123590706,4.09808,1
E01000188,-0.43758145623516276,-0.5675446032039329,-24.07932011331445,494.481374639408,0.032,-0.1501929903248339,-0.09186933123590706,0.980628,1
E01000189,-0.20777476259150265,-0.39939155270981475,-6.323185011709602,14053.0536705737,0.149,-0.1501929903248339,-0.09186933123590706,1.91856,2
E01000190,-0.15790882702092335,-0.45689051988811147,22.377622377622377,7078.96857373086,0.091,-0.1501929903248339,-0.09186933123590706,4.04547,1
E01000191,-0.20530498748069564,-0.4157613634448234,-29.55719557195572,6244.59300039324,0.055,-0.1501929903248339,-0.09186933123590706,10.5428,1
E01000192,-0.08828469056388819,-0.48710164482513074,3.987730061349693,7637.32394366197,0.105,-0.1501929903248339,-0.09186933123590706,21.4253,1
E01000193,-0.1564975269576051,-0.43921768717611126,-17.906976744186046,6901.31578947368,0.09,-0.1501929903248339,-0.09186933123590706,20.0665,1
E01000194,-0.011304687110163707,-0.37741228925468423,12.554112554112551,6209.38628158845,0.114,-0.1501929903248339,-0.09186933123590706,16.0119,1
E01000195,-0.6669177165243834,-0.559428579549537,47.94520547945205,6357.86802030457,0.177,0.11855078494711696,-0.09186933123590706,1.50344,2
E01000196,-0.05535435575312829,-0.3261092531626033,0.0,9487.38812042311,0.093,0.18510622735917473,-0.09186933123590706,15.3315,1
E01000197,-0.07181952315850824,-0.4710841577421037,12.969283276450511,7451.26353790614,0.086,-0.1501929903248339,-0.09186933123590706,9.2003,1
