,GSS_CODE,WARD,Airbnb_price,Airbnb_availability_365,Reviews_per_month,Review_scores_value,Airbnb_count,Houseprice_median,Housesales_median,Population,Population_per_hectare,Population_per_square_kilometre
231,E05000276,Northumberland Park,122.0,246.0,0.97,4.8,33,300250.0,46.0,19892.0,105.6399363,10563.99363
232,E05000277,St. Ann's,90.0,197.0,0.73,4.75,65,502000.0,101.0,15996.0,145.8158614,14581.58614
233,E05000278,Seven Sisters,83.0,233.5,1.25,4.74,58,525000.0,56.0,18953.0,146.6950464,14669.50464
234,E05000279,Stroud Green,105.0,120.0,0.6,4.87,63,578750.0,120.0,12347.0,112.7579909,11275.79909
235,E05000280,Tottenham Green,75.0,172.0,1.05,4.64,145,390000.0,85.0,18501.0,135.9368112,13593.68112
236,E05000281,Tottenham Hale,98.5,157.0,1.045,4.78,56,389995.0,81.0,22610.0,118.3150183,11831.50183
237,E05000282,West Green,101.0,124.5,0.865,4.845000000000001,48,465000.0,67.0,14667.0,104.9141631,10491.41631
238,E05000283,White Hart Lane,105.5,269.5,1.04,4.785,36,406650.0,51.0,13082.0,77.08898055,7708.898055
239,E05000284,Woodside,90.0,182.0,0.63,4.86,51,440000.0,101.0,16407.0,109.9664879,10996.64879
240,E05000285,Belmont,95.0,336.0,0.78,4.67,11,580000.0,80.0,11589.0,65.14333895,6514.333895
241,E05000286,Canons,68.0,264.5,0.7050000000000001,4.8100000000000005,16,521250.0,190.0,15942.0,28.31113479,2831.113479
242,E05000287,Edgware,41.5,341.5,0.6,4.55,18,455000.0,65.0,14093.0,100.592434,10059.2434
243,E05000288,Greenhill,89.5,210.5,0.83,4.75,90,400000.0,182.0,18873.0,108.0309101,10803.09101
244,E05000289,Harrow on the Hill,91.5,285.5,1.005,4.86,24,458500.0,99.0,13288.0,37.16923077,3716.923077
245,E05000290,Harrow Weald,126.5,217.0,0.42,4.84,6,483500.0,72.0,11979.0,26.1037263,2610.37263
246,E05000291,Hatch End,51.0,365.0,0.06,3.25,1,618000.0,95.0,11256.0,34.30661384,3430.661384
247,E05000292,Headstone North,70.0,162.0,0.42,4.8,13,600000.0,127.0,11844.0,35.94537178,3594.537178
248,E05000293,Headstone South,72.0,252.0,1.1,4.73,11,422300.0,89.0,12368.0,84.59644323,8459.644323
249,E05000294,Kenton East,120.0,310.0,0.24,4.67,5,474000.0,47.0,11078.0,86.47931304,8647.931304
250,E05000295,Kenton West,103.5,170.5,0.25,4.82,6,595000.0,50.0,11827.0,67.00849858,6700.849858
251,E05000296,Marlborough,52.0,180.0,0.93,4.88,25,370000.0,81.0,16399.0,99.62940462,9962.940462
252,E05000297,Pinner,180.0,88.0,0.5,4.84,7,600000.0,103.0,10475.0,32.03363914,3203.363914
253,E05000298,Pinner South,62.0,181.0,0.915,4.855,16,650000.0,124.0,11272.0,47.90480238,4790.480238
254,E05000299,Queensbury,77.0,268.0,0.75,4.88,13,475000.0,59.0,12494.0,77.45815251,7745.815251
255,E05000300,Rayners Lane,65.0,324.5,0.765,4.8100000000000005,20,475000.0,75.0,11772.0,76.94117647,7694.117647
256,E05000301,Roxbourne,101.5,337.5,0.6,4.695,24,365000.0,106.0,13331.0,88.51925631,8851.925631
257,E05000302,Roxeth,64.0,153.0,0.63,4.56,11,446000.0,56.0,11732.0,74.44162437,7444.162437
258,E05000303,Stanmore Park,115.0,343.0,0.7,4.63,13,615000.0,92.0,12414.0,27.85906643,2785.906643
259,E05000304,Wealdstone,45.0,206.5,0.545,4.6899999999999995,10,437500.0,62.0,13030.0,109.2204526,10922.04526
260,E05000305,West Harrow,71.5,155.0,1.675,4.82,14,515000.0,92.0,11393.0,74.90466798,7490.466798
261,E05000306,Brooklands,69.0,321.0,0.575,4.67,36,340000.0,239.0,21474.0,51.11640086,5111.640086
262,E05000307,Cranham,106.0,255.0,1.65,4.43,3,432250.0,156.0,13603.0,20.74893228,2074.893228
263,E05000308,Elm Park,108.0,334.5,0.29000000000000004,4.6899999999999995,18,341000.0,171.0,14522.0,39.60185438,3960.185438
264,E05000309,Emerson Park,70.0,333.5,0.48,4.82,8,550000.0,172.0,12642.0,27.25156284,2725.156284
265,E05000310,Gooshays,85.0,294.0,0.18,4.67,16,304000.0,171.0,16915.0,21.79487179,2179.487179
266,E05000311,Hacton,42.5,88.0,0.56,4.835,6,416250.0,160.0,13778.0,55.9853718,5598.53718
267,E05000312,Harold Wood,170.0,257.0,0.49,4.56,11,359000.0,310.0,16116.0,21.2164297,2121.64297
268,E05000313,Havering Park,100.0,331.0,0.52,4.91,9,350000.0,175.0,13970.0,14.27257867,1427.257867
269,E05000314,Heaton,91.0,206.5,0.5499999999999999,4.805,18,295000.0,136.0,14487.0,42.42166911,4242.166911
270,E05000315,Hylands,40.0,311.0,0.65,4.57,13,393500.0,184.0,14029.0,48.3425224,4834.25224
271,E05000316,Mawneys,36.5,118.5,1.045,4.93,8,348975.0,208.0,14037.0,46.03804526,4603.804526
272,E05000317,Pettits,83.0,189.0,0.45,4.8,11,420000.0,166.0,14136.0,35.76018214,3576.018214
273,E05000318,Rainham and Wennington,159.0,266.0,0.85,4.7,13,320000.0,159.0,13649.0,8.076331361,807.6331361
274,E05000319,Romford Town,125.0,210.0,0.52,4.67,67,282000.0,295.0,23009.0,80.28262387,8028.262387
275,E05000320,St. Andrew's,104.0,289.0,0.625,4.71,10,387500.0,184.0,14998.0,55.81689617,5581.689617
276,E05000321,South Hornchurch,70.0,259.5,0.6799999999999999,4.95,24,319000.0,177.0,20903.0,30.5286987,3052.86987
277,E05000322,Squirrel's Heath,94.0,213.5,0.525,4.98,10,369995.0,239.0,15059.0,56.91232048,5691.232048
278,E05000323,Upminster,81.5,223.0,0.205,4.955,6,537500.0,172.0,14400.0,6.390343481,639.0343481
279,E05000324,Barnhill,77.0,266.0,0.595,4.79,4,367500.0,68.0,13735.0,64.81831052,6481.831052
280,E05000325,Botwell,85.0,177.0,0.99,4.8,29,355000.0,135.0,28207.0,64.51738335,6451.738335
281,E05000326,Brunel,61.5,178.5,0.5,4.58,46,375000.0,109.0,13962.0,42.60604211,4260.604211
282,E05000327,Cavendish,52.5,173.0,0.745,4.895,12,516500.0,144.0,12909.0,64.12816692,6412.816692
283,E05000328,Charville,66.0,331.0,0.5800000000000001,4.859999999999999,10,409000.0,139.0,12756.0,42.9061554,4290.61554
284,E05000329,Eastcote and East Ruislip,50.0,173.0,0.94,4.79,7,615000.0,144.0,15020.0,37.01330705,3701.330705
285,E05000330,Harefield,74.5,208.0,0.705,4.8,8,414000.0,111.0,7660.0,5.031529164,503.1529164
286,E05000331,Heathrow Villages,70.0,343.5,0.49,4.484999999999999,94,320000.0,71.0,13556.0,5.762380446,576.2380446
287,E05000332,Hillingdon East,71.0,219.0,0.89,4.71,9,420000.0,136.0,14000.0,38.95381191,3895.381191
288,E05000333,Ickenham,59.0,180.0,1.31,4.92,7,632500.0,142.0,11115.0,17.90720155,1790.720155
289,E05000334,Manor,140.0,273.5,0.4,4.905,6,477500.0,160.0,12610.0,63.8804458,6388.04458
290,E05000335,Northwood,85.0,179.0,0.66,4.96,11,670000.0,133.0,11572.0,15.62516878,1562.516878
291,E05000336,Northwood Hills,89.0,151.0,0.46,4.85,15,557000.0,137.0,12688.0,38.125,3812.5
292,E05000337,Pinkwell,58.0,291.0,2.0,4.71,29,400000.0,87.0,16170.0,58.92857143,5892.857143
293,E05000338,South Ruislip,75.0,269.0,0.57,4.68,25,412498.0,252.0,13919.0,18.78154095,1878.154095
294,E05000339,Townfield,58.0,179.0,0.61,4.8,31,380000.0,81.0,18820.0,53.80217267,5380.217267
295,E05000340,Uxbridge North,68.5,244.5,0.665,4.85,40,480000.0,183.0,19766.0,42.66350097,4266.350097
296,E05000341,Uxbridge South,100.0,264.0,0.85,4.67,33,327000.0,117.0,16161.0,51.8479307,5184.79307
297,E05000342,West Drayton,60.0,257.5,0.585,4.7,48,358498.0,308.0,18950.0,54.29799427,5429.799427
298,E05000343,West Ruislip,58.0,180.5,0.64,4.93,12,430000.0,230.0,12400.0,28.24601367,2824.601367
299,E05000344,Yeading,58.5,149.0,0.355,4.725,10,370000.0,99.0,14900.0,63.89365352,6389.365352
300,E05000345,Yiewsley,90.0,260.0,0.65,4.78,39,331080.0,131.0,16579.0,41.313232,4131.3232
301,E05000346,Bedfont,80.0,264.0,1.03,4.82,33,352000.0,108.0,13258.0,29.81335732,2981.335732
302,E05000347,Brentford,120.0,184.0,0.84,4.76,125,500000.0,186.0,19796.0,62.11484154,6211.484154
303,E05000348,Chiswick Homefields,131.0,174.5,0.845,4.695,62,918500.0,177.0,11696.0,51.84397163,5184.397163
304,E05000349,Chiswick Riverside,166.0,153.0,0.61,4.82,49,740000.0,123.0,11506.0,55.29072561,5529.072561
305,E05000350,Cranford,66.0,315.5,0.6000000000000001,4.7,16,357000.0,50.0,13166.0,48.35108336,4835.108336
306,E05000351,Feltham North,42.5,319.0,1.1600000000000001,4.755,18,365000.0,78.0,13711.0,40.51713948,4051.713948
307,E05000352,Feltham West,48.0,251.0,1.07,4.87,16,300000.0,162.0,16192.0,50.88623507,5088.623507
308,E05000353,Hanworth,86.5,192.5,0.42,5.0,12,351475.0,84.0,11941.0,36.73023685,3673.023685
309,E05000354,Hanworth Park,61.0,214.0,0.52,4.85,32,329975.0,112.0,12937.0,35.5314474,3553.14474
310,E05000355,Heston Central,55.0,159.0,0.72,4.78,15,337500.0,133.0,13712.0,81.3768546,8137.68546
311,E05000356,Heston East,52.5,284.5,0.5549999999999999,4.675,24,355000.0,63.0,15016.0,74.93013972,7493.013972
312,E05000357,Heston West,50.0,240.5,0.825,4.49,10,387500.0,56.0,12811.0,33.44908616,3344.908616
313,E05000358,Hounslow Central,88.0,177.0,0.65,4.87,37,330000.0,79.0,23786.0,137.016129,13701.6129
314,E05000359,Hounslow Heath,53.5,267.0,1.0350000000000001,4.67,18,317500.0,76.0,16746.0,60.0861141,6008.61141
315,E05000360,Hounslow South,60.0,176.0,1.185,4.82,28,494000.0,99.0,12285.0,68.51645287,6851.645287
316,E05000361,Hounslow West,67.5,178.5,1.1,4.725,20,256000.0,208.0,15960.0,98.45774213,9845.774213
317,E05000362,Isleworth,93.0,174.0,1.0,4.83,31,425000.0,113.0,12788.0,62.96405711,6296.405711
318,E05000363,Osterley and Spring Grove,117.0,238.0,0.61,4.68,52,399501.0,158.0,14196.0,22.4017674,2240.17674
319,E05000364,Syon,70.0,166.0,1.3,4.85,49,430000.0,265.0,19220.0,67.39130435,6739.130435
320,E05000365,Turnham Green,149.0,177.0,0.81,4.77,83,772500.0,115.0,12443.0,70.45866365,7045.866365
321,E05000366,Barnsbury,151.0,154.0,1.24,4.67,154,800625.0,92.0,14146.0,170.4337349,17043.37349
322,E05000367,Bunhill,164.0,153.0,0.97,4.7,307,715000.0,121.0,20693.0,190.0183655,19001.83655
323,E05000368,Caledonian,124.0,158.0,1.24,4.61,313,531000.0,72.0,17009.0,149.4639719,14946.39719
324,E05000369,Canonbury,140.0,157.0,0.81,4.75,103,730500.0,108.0,13488.0,167.1375465,16713.75465
325,E05000370,Clerkenwell,183.0,160.0,0.92,4.67,267,767500.0,81.0,13638.0,145.8609626,14586.09626
326,E05000371,Finsbury Park,105.0,137.0,0.93,4.67,137,490000.0,98.0,17448.0,190.4803493,19048.03493
327,E05000372,Highbury East,143.5,115.0,0.665,4.745,94,730000.0,131.0,14082.0,140.2589641,14025.89641
328,E05000373,Highbury West,110.0,214.0,0.69,4.75,115,598000.0,174.0,19041.0,175.9796673,17597.96673
329,E05000374,Hillrise,105.0,115.0,0.7,4.795,60,516000.0,68.0,13475.0,163.3333333,16333.33333
330,E05000375,Holloway,120.0,214.5,1.01,4.67,134,485000.0,97.0,17217.0,170.6342914,17063.42914
331,E05000376,Junction,130.5,167.0,1.0,4.82,58,512000.0,67.0,13553.0,131.8385214,13183.85214
332,E05000377,Mildmay,130.0,151.0,0.91,4.76,127,527000.0,119.0,14708.0,178.062954,17806.2954
333,E05000378,St. George's,103.0,195.0,0.67,4.75,91,545000.0,91.0,15015.0,177.4822695,17748.22695
334,E05000379,St. Mary's,134.0,144.0,1.01,4.69,135,770000.0,107.0,13729.0,157.986191,15798.6191
335,E05000380,St. Peter's,150.0,130.0,0.94,4.71,151,767500.0,120.0,15898.0,196.2716049,19627.16049
336,E05000381,Tollington,105.0,153.0,0.86,4.72,85,548224.0,103.0,14700.0,173.553719,17355.3719
337,E05000400,Alexandra,200.0,294.0,0.76,4.615,14,553500.0,95.0,11857.0,44.29211804,4429.211804
338,E05000401,Berrylands,102.5,175.5,0.61,4.83,20,505000.0,141.0,11307.0,77.87190083,7787.190083
339,E05000402,Beverley,64.0,258.0,0.5,4.91,27,550000.0,103.0,12175.0,64.7606383,6476.06383
340,E05000403,Canbury,135.5,150.0,0.77,4.7,52,562500.0,174.0,16523.0,133.1426269,13314.26269
341,E05000404,Chessington North and Hook,100.0,310.0,0.28,4.71,5,405000.0,113.0,9440.0,48.9372732,4893.72732
342,E05000405,Chessington South,165.0,302.0,1.26,4.77,11,383750.0,140.0,11223.0,14.86096398,1486.096398
343,E05000406,Coombe Hill,103.0,164.0,0.625,4.865,30,650000.0,97.0,11189.0,25.37188209,2537.188209
344,E05000407,Coombe Vale,52.0,191.0,0.6000000000000001,4.87,12,696500.0,100.0,10731.0,65.15482696,6515.482696
345,E05000408,Grove,105.0,164.0,0.935,4.8,56,525000.0,135.0,14537.0,75.71354167,7571.354167
346,E05000409,Norbiton,78.0,215.0,0.97,4.84,37,450000.0,89.0,12135.0,90.02225519,9002.225519
347,E05000410,Old Malden,74.5,136.5,0.99,4.905,16,503750.0,108.0,11030.0,61.10803324,6110.803324
348,E05000411,St. James,75.0,106.0,0.69,4.8,19,560000.0,67.0,10030.0,46.28518689,4628.518689
349,E05000412,St. Mark's,90.0,127.0,0.72,4.87,37,475000.0,170.0,12575.0,91.3880814,9138.80814
350,E05000413,Surbiton Hill,89.0,224.0,0.69,4.75,21,429250.0,196.0,11725.0,70.46274038,7046.274038
351,E05000414,Tolworth and Hook Rise,51.0,289.0,0.75,4.54,10,441000.0,107.0,12645.0,48.7283237,4872.83237
352,E05000415,Tudor,84.5,245.0,0.515,4.83,18,705000.0,93.0,10152.0,64.13139608,6413.139608
353,E05000416,Bishop's,178.0,183.5,1.18,4.6,222,360000.0,146.0,12321.0,80.31942634,8031.942634
354,E05000417,Brixton Hill,95.0,119.0,0.88,4.8,153,484500.0,166.0,17058.0,151.0894597,15108.94597
355,E05000418,Clapham Common,151.0,167.0,0.87,4.79,65,770000.0,157.0,14852.0,110.5882353,11058.82353
356,E05000419,Clapham Town,130.0,151.0,0.85,4.82,115,585000.0,167.0,15277.0,136.4017857,13640.17857
357,E05000420,Coldharbour,83.0,120.0,1.05,4.72,125,560000.0,95.0,18784.0,155.4966887,15549.66887
358,E05000421,Ferndale,117.0,140.0,0.86,4.75,117,540000.0,208.0,17397.0,203.950762,20395.0762
359,E05000422,Gipsy Hill,100.0,178.5,0.755,4.89,48,441250.0,170.0,14989.0,95.47133758,9547.133758
360,E05000423,Herne Hill,95.0,148.0,0.68,4.77,126,527500.0,165.0,16859.0,82.96751969,8296.751969
361,E05000424,Knight's Hill,64.5,172.0,0.685,4.88,44,490000.0,171.0,15659.0,106.3068568,10630.68568
362,E05000425,Larkhall,105.0,123.0,0.92,4.81,129,513750.0,154.0,19815.0,187.1104816,18711.04816
363,E05000426,Oval,156.0,167.0,1.05,4.74,345,588582.0,396.0,20946.0,164.2823529,16428.23529
364,E05000427,Prince's,124.5,143.5,1.16,4.69,214,635000.0,133.0,17662.0,151.9965577,15199.65577
365,E05000428,St. Leonard's,88.0,171.0,0.81,4.81,85,436250.0,206.0,16519.0,114.0027605,11400.27605
366,E05000429,Stockwell,104.0,153.0,1.225,4.75,162,465000.0,117.0,15863.0,182.543153,18254.3153
367,E05000430,Streatham Hill,81.0,143.0,0.82,4.83,85,478400.0,249.0,16183.0,127.1249018,12712.49018
368,E05000431,Streatham South,95.0,164.5,0.6,4.905,32,478000.0,144.0,15123.0,89.06360424,8906.360424
369,E05000432,Streatham Wells,80.0,210.0,0.43,4.83,77,432500.0,206.0,17254.0,118.9110958,11891.10958
370,E05000433,Thornton,98.5,175.0,0.81,4.8149999999999995,58,647500.0,144.0,15823.0,146.1034164,14610.34164
371,E05000434,Thurlow Park,95.0,177.0,0.445,4.83,76,525000.0,153.0,14595.0,96.33663366,9633.663366
372,E05000435,Tulse Hill,109.0,111.0,0.91,4.77,113,515000.0,133.0,16161.0,157.0553936,15705.53936
373,E05000436,Vassall,120.0,141.5,0.895,4.79,102,460000.0,181.0,16960.0,150.2214349,15022.14349
374,E05000437,Bellingham,45.0,246.0,0.65,4.81,41,350000.0,135.0,16237.0,52.63209076,5263.209076
375,E05000438,Blackheath,110.0,90.5,0.875,4.835,52,442500.0,184.0,15908.0,68.77648076,6877.648076
376,E05000439,Brockley,100.0,170.0,0.655,4.805,140,445000.0,197.0,19128.0,113.4519573,11345.19573
377,E05000440,Catford South,57.5,238.0,0.755,4.845000000000001,38,490000.0,139.0,15722.0,84.16488223,8416.488223
378,E05000441,Crofton Park,89.0,156.0,0.6,4.83,59,515000.0,205.0,16047.0,93.24230099,9324.230099
379,E05000442,Downham,65.0,180.0,0.76,4.8,33,335000.0,125.0,15746.0,65.91042277,6591.042277
380,E05000443,Evelyn,109.0,215.0,0.83,4.68,125,523650.0,312.0,27608.0,155.6257046,15562.57046
381,E05000444,Forest Hill,100.0,159.0,0.65,4.805,76,447500.0,177.0,17273.0,94.49124726,9449.124726
382,E05000445,Grove Park,70.0,268.0,0.59,4.69,33,335000.0,167.0,15595.0,65.19648829,6519.648829
383,E05000446,Ladywell,99.5,209.5,0.845,4.8,60,536000.0,128.0,15399.0,95.70540709,9570.540709
384,E05000447,Lee Green,70.0,243.0,0.46499999999999997,4.905,50,525500.0,174.0,16745.0,92.56495301,9256.495301
385,E05000448,Lewisham Central,98.0,156.0,0.6,4.77,95,380000.0,269.0,27359.0,133.0690661,13306.90661
386,E05000449,New Cross,103.0,153.0,0.71,4.75,119,367998.0,154.0,22723.0,125.0577876,12505.77876
387,E05000450,Perry Vale,74.0,232.0,0.73,4.79,51,490000.0,186.0,16707.0,99.21021378,9921.021378
388,E05000451,Rushey Green,100.0,261.0,0.45,4.7,81,427525.0,326.0,18407.0,103.3520494,10335.20494
389,E05000452,Sydenham,85.0,192.0,0.6000000000000001,4.88,64,425000.0,178.0,16859.0,96.61318052,9661.318052
390,E05000453,Telegraph Hill,90.0,150.5,0.8049999999999999,4.8,108,492000.0,137.0,18692.0,121.0621762,12106.21762
391,E05000454,Whitefoot,52.0,209.0,0.585,4.725,40,350000.0,116.0,15578.0,70.04496403,7004.496403
392,E05000455,Abbey,120.0,239.5,0.69,4.6899999999999995,62,535000.0,148.0,11167.0,80.16511127,8016.511127
393,E05000456,Cannon Hill,55.0,248.0,0.85,4.91,31,540000.0,106.0,10002.0,44.97302158,4497.302158
394,E05000457,Colliers Wood,115.0,236.0,0.92,4.8,57,440000.0,140.0,11729.0,105.5715572,10557.15572
395,E05000458,Cricket Green,72.5,202.0,0.74,4.845,24,292527.0,106.0,12966.0,43.26326326,4326.326326
396,E05000459,Dundonald,120.0,182.5,0.5700000000000001,4.855,60,682500.0,169.0,10194.0,88.56646394,8856.646394
397,E05000460,Figge's Marsh,75.0,140.0,0.87,4.9,11,322500.0,74.0,12682.0,110.9536308,11095.36308
398,E05000461,Graveney,63.0,201.0,0.76,4.66,31,490500.0,116.0,10345.0,117.0248869,11702.48869
399,E05000462,Hillside,121.5,183.0,0.49,4.745,72,683250.0,110.0,9421.0,79.56925676,7956.925676
400,E05000463,Lavender Fields,60.0,130.0,0.65,4.89,27,356000.0,91.0,12492.0,105.8644068,10586.44068
401,E05000464,Longthornton,80.0,269.0,0.47,4.86,15,396000.0,109.0,10803.0,72.94395679,7294.395679
402,E05000465,Lower Morden,115.0,236.0,1.06,4.890000000000001,10,420000.0,113.0,8795.0,48.6449115,4864.49115
403,E05000466,Merton Park,110.0,176.5,0.51,4.86,36,542000.0,121.0,11407.0,62.77930655,6277.930655
404,E05000467,Pollards Hill,52.5,188.5,0.37,4.705,10,375500.0,90.0,10631.0,49.24038907,4924.038907
405,E05000468,Ravensbury,73.0,90.0,0.35,4.74,33,360000.0,101.0,11676.0,63.52557127,6352.557127
406,E05000469,Raynes Park,102.5,206.5,0.755,4.795,52,520000.0,127.0,10347.0,55.83917971,5583.917971
407,E05000470,St. Helier,63.5,325.0,0.795,4.824999999999999,18,377500.0,122.0,11890.0,64.54940282,6454.940282
408,E05000471,Trinity,110.5,185.0,0.77,4.86,52,665000.0,141.0,10357.0,96.43389199,9643.389199
409,E05000472,Village,146.0,173.0,0.545,4.83,54,1425000.0,145.0,8487.0,13.64908331,1364.908331
410,E05000473,West Barnes,100.0,202.0,0.815,4.785,32,567500.0,133.0,11188.0,57.34495131,5734.495131
411,E05000474,Wimbledon Park,129.0,144.5,0.76,4.795,72,809000.0,153.0,13839.0,60.16956522,6016.956522
412,E05000475,Beckton,88.5,207.5,0.815,4.735,60,380000.0,214.0,19158.0,30.62340153,3062.340153
413,E05000476,Boleyn,56.5,177.5,0.79,4.380000000000001,22,370000.0,76.0,19423.0,212.0414847,21204.14847
414,E05000477,Canning Town North,93.0,150.5,0.95,4.715,88,331250.0,102.0,21168.0,83.90011891,8390.011891
415,E05000478,Canning Town South,133.5,185.5,0.695,4.78,216,390000.0,518.0,24636.0,135.586131,13558.6131
416,E05000479,Custom House,117.0,179.0,0.97,4.67,75,350000.0,61.0,14017.0,67.94474067,6794.474067
417,E05000480,East Ham Central,62.5,227.5,0.5700000000000001,4.695,26,370000.0,77.0,16765.0,161.3570741,16135.70741
418,E05000481,East Ham North,45.0,296.0,0.26,4.5,7,400000.0,42.0,13747.0,152.0685841,15206.85841
419,E05000482,East Ham South,147.5,174.0,1.0,4.855,18,320000.0,106.0,15656.0,86.401766,8640.1766
420,E05000483,Forest Gate North,68.0,241.0,0.78,4.75,63,405500.0,108.0,15898.0,127.5922953,12759.22953
421,E05000484,Forest Gate South,80.0,183.5,0.95,4.74,70,410000.0,82.0,17902.0,150.1845638,15018.45638
422,E05000485,Green Street East,101.0,82.0,0.99,4.75,11,401625.0,50.0,16772.0,225.7335128,22573.35128
423,E05000486,Green Street West,42.0,160.0,1.68,4.71,31,395000.0,42.0,15816.0,196.4720497,19647.20497
424,E05000487,Little Ilford,44.5,132.5,0.5449999999999999,4.75,16,295000.0,77.0,16885.0,88.91521854,8891.521854
425,E05000488,Manor Park,71.0,129.0,1.0,4.76,17,311500.0,58.0,15080.0,111.7037037,11170.37037
426,E05000489,Plaistow North,52.5,217.0,0.565,4.785,32,323750.0,76.0,15986.0,162.9561672,16295.61672
427,E05000490,Plaistow South,70.0,256.0,0.72,4.86,49,369000.0,112.0,17248.0,124.4444444,12444.44444
428,E05000491,Royal Docks,155.0,201.0,0.91,4.73,155,429175.0,598.0,23514.0,49.05904444,4905.904444
429,E05000492,Stratford and New Town,119.5,157.0,0.84,4.74,244,428000.0,848.0,43759.0,103.2782629,10327.82629
430,E05000493,Wall End,47.5,235.5,1.485,4.605,10,356500.0,52.0,15383.0,111.5518492,11155.18492
431,E05000494,West Ham,62.5,136.0,0.99,4.695,66,350000.0,85.0,15611.0,116.9363296,11693.63296
432,E05000495,Aldborough,50.0,178.0,0.535,4.715,26,400000.0,151.0,17582.0,20.41569902,2041.569902
433,E05000496,Barkingside,80.0,217.0,0.39,4.75,21,485000.0,107.0,14240.0,93.25474787,9325.474787
434,E05000497,Bridge,80.5,140.5,0.61,4.775,10,477500.0,152.0,12342.0,47.85575805,4785.575805
435,E05000498,Chadwell,55.0,243.0,0.78,4.75,23,357500.0,138.0,16653.0,109.993395,10999.3395
436,E05000499,Church End,115.0,143.5,0.55,4.765000000000001,18,441000.0,165.0,13249.0,88.8002681,8880.02681
437,E05000500,Clayhall,58.5,260.0,1.05,4.75,50,522333.0,76.0,13491.0,54.1589723,5415.89723
438,E05000501,Clementswood,35.0,221.0,0.81,4.67,15,327500.0,71.0,22588.0,177.718332,17771.8332
439,E05000502,Cranbrook,73.0,336.0,0.8049999999999999,4.720000000000001,48,500000.0,80.0,13919.0,57.85120532,5785.120532
440,E05000503,Fairlop,45.0,226.0,0.31,4.96,19,415000.0,263.0,14040.0,39.06510851,3906.510851
441,E05000504,Fullwell,47.5,217.0,0.62,5.0,16,428000.0,140.0,13603.0,62.25629291,6225.629291
442,E05000505,Goodmayes,71.0,163.0,0.34,4.71,23,345000.0,84.0,14636.0,88.81067961,8881.067961
443,E05000506,Hainault,75.0,248.0,0.32,4.86,17,350100.0,191.0,13603.0,24.11024459,2411.024459
444,E05000507,Loxford,50.0,260.0,0.7,4.67,33,336000.0,70.0,24077.0,187.0784771,18707.84771
445,E05000508,Mayfield,45.0,268.0,0.67,4.75,21,420000.0,94.0,14321.0,76.01380042,7601.380042
446,E05000509,Monkhams,68.0,174.0,0.48,4.9,11,650000.0,139.0,11433.0,37.1804878,3718.04878
447,E05000510,Newbury,80.0,270.0,0.6699999999999999,4.575,32,435000.0,99.0,19338.0,91.34624469,9134.624469
448,E05000511,Roding,63.0,138.5,0.365,4.85,22,480000.0,131.0,13059.0,55.71245734,5571.245734
449,E05000512,Seven Kings,61.0,268.0,0.67,4.6,21,419000.0,76.0,20328.0,97.63688761,9763.688761
450,E05000513,Snaresbrook,126.0,121.0,0.52,4.88,29,452000.0,146.0,13164.0,66.28398792,6628.398792
451,E05000514,Valentines,113.5,259.0,0.325,4.6850000000000005,36,310000.0,70.0,17966.0,119.6138482,11961.38482
452,E05000515,Wanstead,112.5,188.0,0.555,4.91,26,749213.0,126.0,12438.0,23.92843401,2392.843401
453,E05000516,Barnes,180.5,178.5,0.6,4.83,36,1240000.0,109.0,10417.0,34.60797342,3460.797342
454,E05000517,East Sheen,129.0,221.0,0.54,4.88,41,985000.0,126.0,11772.0,20.1748072,2017.48072
455,E05000518,Fulwell and Hampton Hill,125.0,221.0,0.46,4.81,33,600000.0,166.0,11416.0,59.52033368,5952.033368
456,E05000519,"Ham, Petersham and Richmond Riverside",95.0,126.0,1.025,4.825,34,687500.0,182.0,11303.0,11.9659115,1196.59115
457,E05000520,Hampton,130.0,285.0,0.7,4.83,27,653500.0,136.0,11120.0,16.1698415,1616.98415
458,E05000521,Hampton North,110.0,252.5,0.375,4.8149999999999995,8,430250.0,116.0,9680.0,49.64102564,4964.102564
459,E05000522,Hampton Wick,100.0,196.0,0.815,4.86,36,611250.0,182.0,11661.0,42.46540422,4246.540422
460,E05000523,Heathfield,94.0,258.0,0.64,4.95,10,525000.0,83.0,11350.0,59.36192469,5936.192469
461,E05000524,Kew,118.0,241.0,0.66,4.81,91,689975.0,182.0,12427.0,34.76083916,3476.083916
462,E05000525,Mortlake and Barnes Common,154.0,167.0,0.44,4.84,61,895000.0,159.0,12518.0,64.59236326,6459.236326
463,E05000526,North Richmond,130.0,201.0,0.78,4.825,50,650000.0,171.0,12511.0,44.68214286,4468.214286
464,E05000527,St. Margarets and North Twickenham,116.0,140.0,0.79,4.75,51,730000.0,151.0,13808.0,68.8334995,6883.34995
465,E05000528,South Richmond,200.5,168.5,0.55,4.75,54,727500.0,164.0,11581.0,43.02005944,4302.005944
466,E05000529,South Twickenham,94.5,152.0,1.2349999999999999,4.785,30,577500.0,144.0,10975.0,63.54950782,6354.950782
467,E05000530,Teddington,129.0,216.0,0.7,4.84,29,711500.0,154.0,11691.0,27.21368715,2721.368715
468,E05000531,Twickenham Riverside,139.5,107.0,0.59,4.75,56,617500.0,153.0,11425.0,58.23139653,5823.139653
